vote_id,congress,topic_id,topic,vote_time_year,vote_time_month,vote_time_date,vote_time_hour,vote_time_minute,vote_time_second,member_id,vote
29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,205,fjarverandi

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,657,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,8,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,12,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,658,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,251,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,264,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,280,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,287,fjarverandi

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,371,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,659,boðaði fjarvist

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,10,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,372,boðaði fjarvist

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,660,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,379,fjarverandi

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,383,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,386,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,396,fjarverandi

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,407,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,661,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,425,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,429,fjarverandi

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,662,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,477,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,491,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,501,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,663,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,664,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,530,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,538,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,557,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,560,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,579,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,13,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,632,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,633,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,634,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,630,fjarverandi

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,631,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,648,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,647,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,649,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,5,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,48,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,650,já

29942,129,1,frestun á fundum Alþingis,2003,05,27,21,58,04,651,já

